,Time,Value
0,0.0,0.099
1,0.01,0.1
2,0.02,0.102
3,0.03,0.1025
4,0.04,0.098
5,0.05,0.0955
6,0.060000000000000005,0.095
7,0.07,0.0935
8,0.08,0.0985
9,0.09,0.098
10,0.09999999999999999,0.091
11,0.10999999999999999,0.0895
12,0.11999999999999998,0.091
13,0.12999999999999998,0.1015
14,0.13999999999999999,0.101
15,0.15,0.0925
16,0.16,0.0955
17,0.17,0.099
18,0.18000000000000002,0.0995
19,0.19000000000000003,0.101
20,0.20000000000000004,0.102
21,0.21000000000000005,0.1025
22,0.22000000000000006,0.105
23,0.23000000000000007,0.1055
24,0.24000000000000007,0.099
25,0.25000000000000006,0.0945
26,0.26000000000000006,0.0965
27,0.2700000000000001,0.097
28,0.2800000000000001,0.097
29,0.2900000000000001,0.1
30,0.3000000000000001,0.094
31,0.3100000000000001,0.0945
32,0.3200000000000001,0.1035
33,0.3300000000000001,0.1005
34,0.34000000000000014,0.097
35,0.35000000000000014,0.1005
36,0.36000000000000015,0.1055
37,0.37000000000000016,0.104
38,0.38000000000000017,0.102
39,0.3900000000000002,0.102
40,0.4000000000000002,0.103
41,0.4100000000000002,0.1085
42,0.4200000000000002,0.1085
43,0.4300000000000002,0.109
44,0.4400000000000002,0.1085
45,0.45000000000000023,0.1025
46,0.46000000000000024,0.103
47,0.47000000000000025,0.106
48,0.48000000000000026,0.104
49,0.49000000000000027,0.108
50,0.5000000000000002,0.1045
51,0.5100000000000002,0.1
52,0.5200000000000002,0.104
53,0.5300000000000002,0.1035
54,0.5400000000000003,0.1015
55,0.5500000000000003,0.1035
56,0.5600000000000003,0.1095
57,0.5700000000000003,0.1025
58,0.5800000000000003,0.101
59,0.5900000000000003,0.1065
60,0.6000000000000003,0.103
61,0.6100000000000003,0.1035
62,0.6200000000000003,0.106
63,0.6300000000000003,0.107
64,0.6400000000000003,0.1015
65,0.6500000000000004,0.102
66,0.6600000000000004,0.106
67,0.6700000000000004,0.1
68,0.6800000000000004,0.101
69,0.6900000000000004,0.102
70,0.7000000000000004,0.1
71,0.7100000000000004,0.099
72,0.7200000000000004,0.0965
73,0.7300000000000004,0.101
74,0.7400000000000004,0.1035
75,0.7500000000000004,0.1025
76,0.7600000000000005,0.104
77,0.7700000000000005,0.108
78,0.7800000000000005,0.1035
79,0.7900000000000005,0.1005
80,0.8000000000000005,0.1135
81,0.8100000000000005,0.116
82,0.8200000000000005,0.1095
83,0.8300000000000005,0.1065
84,0.8400000000000005,0.1045
85,0.8500000000000005,0.103
86,0.8600000000000005,0.1005
87,0.8700000000000006,0.102
88,0.8800000000000006,0.1015
89,0.8900000000000006,0.0995
90,0.9000000000000006,0.0985
91,0.9100000000000006,0.099
92,0.9200000000000006,0.104
93,0.9300000000000006,0.1015
94,0.9400000000000006,0.0965
95,0.9500000000000006,0.1005
96,0.9600000000000006,0.1075
97,0.9700000000000006,0.1055
98,0.9800000000000006,0.103
99,0.9900000000000007,0.104
100,1.0000000000000007,0.108
101,1.0100000000000007,0.109
102,1.0200000000000007,0.1055
103,1.0300000000000007,0.1015
104,1.0400000000000007,0.1
105,1.0500000000000007,0.1015
106,1.0600000000000007,0.1
107,1.0700000000000007,0.0985
108,1.0800000000000007,0.094
109,1.0900000000000007,0.0955
110,1.1000000000000008,0.098
111,1.1100000000000008,0.0965
112,1.1200000000000008,0.0965
113,1.1300000000000008,0.0945
114,1.1400000000000008,0.1
115,1.1500000000000008,0.1055
116,1.1600000000000008,0.102
117,1.1700000000000008,0.1025
118,1.1800000000000008,0.1025
119,1.1900000000000008,0.1005
120,1.2000000000000008,0.1015
121,1.2100000000000009,0.102
122,1.2200000000000009,0.0995
123,1.2300000000000009,0.099
124,1.2400000000000009,0.1015
125,1.2500000000000009,0.1015
126,1.260000000000001,0.104
127,1.270000000000001,0.1065
128,1.280000000000001,0.102
129,1.290000000000001,0.096
130,1.300000000000001,0.1
131,1.310000000000001,0.1025
132,1.320000000000001,0.098
133,1.330000000000001,0.1005
134,1.340000000000001,0.103
135,1.350000000000001,0.1005
136,1.360000000000001,0.0975
137,1.370000000000001,0.101
138,1.380000000000001,0.1025
139,1.390000000000001,0.104
140,1.400000000000001,0.1045
141,1.410000000000001,0.102
142,1.420000000000001,0.1055
143,1.430000000000001,0.1075
144,1.440000000000001,0.1005
145,1.450000000000001,0.1005
146,1.460000000000001,0.099
147,1.470000000000001,0.092
148,1.480000000000001,0.0975
149,1.490000000000001,0.0995
150,1.500000000000001,0.098
151,1.5100000000000011,0.096
152,1.5200000000000011,0.0935
153,1.5300000000000011,0.0945
154,1.5400000000000011,0.0955
155,1.5500000000000012,0.101
156,1.5600000000000012,0.1035
157,1.5700000000000012,0.1
158,1.5800000000000012,0.099
159,1.5900000000000012,0.1005
160,1.6000000000000012,0.1035
161,1.6100000000000012,0.0995
162,1.6200000000000012,0.097
163,1.6300000000000012,0.102
164,1.6400000000000012,0.0995
165,1.6500000000000012,0.097
166,1.6600000000000013,0.102
167,1.6700000000000013,0.099
168,1.6800000000000013,0.093
169,1.6900000000000013,0.093
170,1.7000000000000013,0.0915
171,1.7100000000000013,0.0965
172,1.7200000000000013,0.0965
173,1.7300000000000013,0.0985
174,1.7400000000000013,0.1035
175,1.7500000000000013,0.0995
176,1.7600000000000013,0.096
177,1.7700000000000014,0.097
178,1.7800000000000014,0.0975
179,1.7900000000000014,0.094
180,1.8000000000000014,0.097
181,1.8100000000000014,0.099
182,1.8200000000000014,0.0955
183,1.8300000000000014,0.0935
184,1.8400000000000014,0.092
185,1.8500000000000014,0.089
186,1.8600000000000014,0.0865
187,1.8700000000000014,0.0885
188,1.8800000000000014,0.088
189,1.8900000000000015,0.0855
190,1.9000000000000015,0.0895
191,1.9100000000000015,0.0885
192,1.9200000000000015,0.083
193,1.9300000000000015,0.0835
194,1.9400000000000015,0.0895
195,1.9500000000000015,0.094
196,1.9600000000000015,0.0965
197,1.9700000000000015,0.096
198,1.9800000000000015,0.0925
199,1.9900000000000015,0.0945
200,2.0000000000000013,0.096
201,2.010000000000001,0.095
202,2.020000000000001,0.0975
203,2.0300000000000007,0.0985
204,2.0400000000000005,0.095
205,2.0500000000000003,0.097
206,2.06,0.0985
207,2.07,0.099
208,2.0799999999999996,0.1005
209,2.0899999999999994,0.1
210,2.099999999999999,0.101
211,2.109999999999999,0.098
212,2.1199999999999988,0.1035
213,2.1299999999999986,0.1035
214,2.1399999999999983,0.0935
215,2.149999999999998,0.096
216,2.159999999999998,0.103
217,2.1699999999999977,0.104
218,2.1799999999999975,0.099
219,2.1899999999999973,0.099
220,2.199999999999997,0.0995
221,2.209999999999997,0.095
222,2.2199999999999966,0.095
223,2.2299999999999964,0.093
224,2.239999999999996,0.0915
225,2.249999999999996,0.0945
226,2.259999999999996,0.092
227,2.2699999999999956,0.0905
228,2.2799999999999954,0.09
229,2.289999999999995,0.0865
230,2.299999999999995,0.0875
231,2.3099999999999947,0.0915
232,2.3199999999999945,0.0855
233,2.3299999999999943,0.086
234,2.339999999999994,0.092
235,2.349999999999994,0.0905
236,2.3599999999999937,0.0865
237,2.3699999999999934,0.089
238,2.3799999999999932,0.0955
239,2.389999999999993,0.095
240,2.399999999999993,0.0935
241,2.4099999999999926,0.095
242,2.4199999999999924,0.1
243,2.429999999999992,0.1005
244,2.439999999999992,0.1
245,2.4499999999999917,0.0955
246,2.4599999999999915,0.094
247,2.4699999999999913,0.1
248,2.479999999999991,0.098
249,2.489999999999991,0.0965
250,2.4999999999999907,0.0955
251,2.5099999999999905,0.0975
252,2.5199999999999902,0.095
253,2.52999999999999,0.09
254,2.53999999999999,0.094
255,2.5499999999999896,0.0955
256,2.5599999999999894,0.1
257,2.569999999999989,0.1015
258,2.579999999999989,0.096
259,2.5899999999999888,0.099
260,2.5999999999999885,0.1
261,2.6099999999999883,0.0975
262,2.619999999999988,0.0935
263,2.629999999999988,0.0945
264,2.6399999999999877,0.092
265,2.6499999999999875,0.0795
266,2.6599999999999873,0.087
267,2.669999999999987,0.093
268,2.679999999999987,0.089
269,2.6899999999999866,0.0935
270,2.6999999999999864,0.097
271,2.709999999999986,0.096
272,2.719999999999986,0.094
273,2.7299999999999858,0.102
274,2.7399999999999856,0.113
275,2.7499999999999853,0.112
276,2.759999999999985,0.108
277,2.769999999999985,0.1105
278,2.7799999999999847,0.109
279,2.7899999999999845,0.115
280,2.7999999999999843,0.1275
281,2.809999999999984,0.1195
282,2.819999999999984,0.119
283,2.8299999999999836,0.1285
284,2.8399999999999834,0.1185
285,2.849999999999983,0.115
286,2.859999999999983,0.121
287,2.869999999999983,0.1245
288,2.8799999999999826,0.125
289,2.8899999999999824,0.122
290,2.899999999999982,0.1255
291,2.909999999999982,0.128
292,2.9199999999999817,0.1275
293,2.9299999999999815,0.1275
294,2.9399999999999813,0.1295
295,2.949999999999981,0.133
296,2.959999999999981,0.1355
297,2.9699999999999807,0.1405
298,2.9799999999999804,0.1385
299,2.9899999999999802,0.1345
300,2.99999999999998,0.133
301,3.00999999999998,0.1325
302,3.0199999999999796,0.134
303,3.0299999999999794,0.134
304,3.039999999999979,0.137
305,3.049999999999979,0.1385
306,3.0599999999999787,0.1375
307,3.0699999999999785,0.1325
308,3.0799999999999783,0.133
309,3.089999999999978,0.134
310,3.099999999999978,0.1435
311,3.1099999999999777,0.155
312,3.1199999999999775,0.1535
313,3.1299999999999772,0.1555
314,3.139999999999977,0.158
315,3.149999999999977,0.1605
316,3.1599999999999766,0.1625
317,3.1699999999999764,0.1685
318,3.179999999999976,0.169
319,3.189999999999976,0.1685
320,3.1999999999999758,0.1745
321,3.2099999999999755,0.174
322,3.2199999999999753,0.173
323,3.229999999999975,0.176
324,3.239999999999975,0.1805
325,3.2499999999999747,0.1785
326,3.2599999999999745,0.173
327,3.2699999999999743,0.1695
328,3.279999999999974,0.1745
329,3.289999999999974,0.1735
330,3.2999999999999736,0.17
331,3.3099999999999734,0.1745
332,3.319999999999973,0.1735
333,3.329999999999973,0.173
334,3.3399999999999728,0.1755
335,3.3499999999999726,0.174
336,3.3599999999999723,0.1745
337,3.369999999999972,0.181
338,3.379999999999972,0.178
339,3.3899999999999717,0.173
340,3.3999999999999715,0.1735
341,3.4099999999999713,0.1695
342,3.419999999999971,0.165
343,3.429999999999971,0.1575
344,3.4399999999999706,0.1575
345,3.4499999999999704,0.161
346,3.45999999999997,0.1585
347,3.46999999999997,0.1525
348,3.47999999999997,0.1475
349,3.4899999999999696,0.143
350,3.4999999999999694,0.1375
351,3.509999999999969,0.139
352,3.519999999999969,0.138
353,3.5299999999999687,0.1395
354,3.5399999999999685,0.142
355,3.5499999999999683,0.135
356,3.559999999999968,0.134
357,3.569999999999968,0.1355
358,3.5799999999999677,0.13
359,3.5899999999999674,0.1235
360,3.5999999999999672,0.1225
361,3.609999999999967,0.126
362,3.619999999999967,0.1215
363,3.6299999999999666,0.11
364,3.6399999999999664,0.1045
365,3.649999999999966,0.1015
366,3.659999999999966,0.0965
367,3.6699999999999657,0.0935
368,3.6799999999999655,0.0915
369,3.6899999999999653,0.0925
370,3.699999999999965,0.09
371,3.709999999999965,0.0855
372,3.7199999999999647,0.0835
373,3.7299999999999645,0.087
374,3.7399999999999642,0.0915
375,3.749999999999964,0.088
376,3.759999999999964,0.09
377,3.7699999999999636,0.094
378,3.7799999999999634,0.0905
379,3.789999999999963,0.0865
380,3.799999999999963,0.086
381,3.8099999999999627,0.087
382,3.8199999999999625,0.084
383,3.8299999999999623,0.079
384,3.839999999999962,0.0835
385,3.849999999999962,0.0745
386,3.8599999999999617,0.0705
387,3.8699999999999615,0.0765
388,3.8799999999999613,0.0735
389,3.889999999999961,0.075
390,3.899999999999961,0.0745
391,3.9099999999999606,0.0755
392,3.9199999999999604,0.075
393,3.92999999999996,0.0745
394,3.93999999999996,0.075
395,3.9499999999999598,0.072
396,3.9599999999999596,0.072
397,3.9699999999999593,0.073
398,3.979999999999959,0.081
399,3.989999999999959,0.0835
400,3.9999999999999587,0.0795
401,4.009999999999959,0.075
402,4.019999999999959,0.0725
403,4.0299999999999585,0.0735
404,4.039999999999958,0.068
405,4.049999999999958,0.068
406,4.059999999999958,0.0625
407,4.069999999999958,0.0595
408,4.079999999999957,0.057
409,4.089999999999957,0.045
410,4.099999999999957,0.041
411,4.109999999999957,0.0405
412,4.119999999999957,0.042
413,4.129999999999956,0.048
414,4.139999999999956,0.058
415,4.149999999999956,0.06
416,4.159999999999956,0.0635
417,4.1699999999999555,0.069
418,4.179999999999955,0.073
419,4.189999999999955,0.0845
420,4.199999999999955,0.0885
421,4.209999999999955,0.0995
422,4.2199999999999545,0.1175
423,4.229999999999954,0.127
424,4.239999999999954,0.1415
425,4.249999999999954,0.15
426,4.259999999999954,0.1525
427,4.269999999999953,0.162
428,4.279999999999953,0.1825
429,4.289999999999953,0.2105
430,4.299999999999953,0.236
431,4.3099999999999525,0.263
432,4.319999999999952,0.2895
433,4.329999999999952,0.319
434,4.339999999999952,0.35
435,4.349999999999952,0.394
436,4.3599999999999515,0.4625
437,4.369999999999951,0.524
438,4.379999999999951,0.569
439,4.389999999999951,0.606
440,4.399999999999951,0.6405
441,4.40999999999995,0.685
442,4.41999999999995,0.6865
443,4.42999999999995,0.6765
444,4.43999999999995,0.68
445,4.4499999999999496,0.6605
446,4.459999999999949,0.638
447,4.469999999999949,0.5935
448,4.479999999999949,0.5375
449,4.489999999999949,0.4825
450,4.4999999999999485,0.4355
451,4.509999999999948,0.398
452,4.519999999999948,0.3645
453,4.529999999999948,0.3445
454,4.539999999999948,0.3225
455,4.549999999999947,0.297
456,4.559999999999947,0.2775
457,4.569999999999947,0.259
458,4.579999999999947,0.2385
459,4.589999999999947,0.218
460,4.599999999999946,0.189
461,4.609999999999946,0.1615
462,4.619999999999946,0.1415
463,4.629999999999946,0.119
464,4.6399999999999455,0.0925
465,4.649999999999945,0.063
466,4.659999999999945,0.0345
467,4.669999999999945,0.0115
468,4.679999999999945,0.004
469,4.689999999999944,-0.0035
470,4.699999999999944,-0.0095
471,4.709999999999944,-0.007
472,4.719999999999944,-0.0105
473,4.729999999999944,-0.0105
474,4.739999999999943,-0.006
475,4.749999999999943,0.0005
476,4.759999999999943,0.003
477,4.769999999999943,0.0045
478,4.7799999999999425,0.0095
479,4.789999999999942,0.0175
480,4.799999999999942,0.0235
481,4.809999999999942,0.021
482,4.819999999999942,0.0255
483,4.8299999999999415,0.0305
484,4.839999999999941,0.032
485,4.849999999999941,0.037
486,4.859999999999941,0.04
487,4.869999999999941,0.0525
488,4.87999999999994,0.053
489,4.88999999999994,0.046
490,4.89999999999994,0.0555
491,4.90999999999994,0.0615
492,4.9199999999999395,0.0615
493,4.929999999999939,0.061
494,4.939999999999939,0.0685
495,4.949999999999939,0.073
496,4.959999999999939,0.0745
497,4.9699999999999385,0.0765
498,4.979999999999938,0.073
499,4.989999999999938,0.0785
500,4.999999999999938,0.0775
501,5.009999999999938,0.077
502,5.019999999999937,0.0845
503,5.029999999999937,0.0865
504,5.039999999999937,0.0785
505,5.049999999999937,0.0775
506,5.0599999999999365,0.081
507,5.069999999999936,0.074
508,5.079999999999936,0.072
509,5.089999999999936,0.072
510,5.099999999999936,0.0725
511,5.1099999999999355,0.0755
512,5.119999999999935,0.07
513,5.129999999999935,0.0685
514,5.139999999999935,0.074
515,5.149999999999935,0.075
516,5.159999999999934,0.0745
517,5.169999999999934,0.073
518,5.179999999999934,0.075
519,5.189999999999934,0.0785
520,5.199999999999934,0.0745
521,5.209999999999933,0.083
522,5.219999999999933,0.082
523,5.229999999999933,0.076
524,5.239999999999933,0.081
525,5.2499999999999325,0.0725
526,5.259999999999932,0.072
527,5.269999999999932,0.075
528,5.279999999999932,0.07
529,5.289999999999932,0.0695
530,5.299999999999931,0.0735
531,5.309999999999931,0.0725
532,5.319999999999931,0.072
533,5.329999999999931,0.0775
534,5.339999999999931,0.074
535,5.34999999999993,0.075
536,5.35999999999993,0.0795
537,5.36999999999993,0.0735
538,5.37999999999993,0.07
539,5.3899999999999295,0.0785
540,5.399999999999929,0.0815
541,5.409999999999929,0.078
542,5.419999999999929,0.0805
543,5.429999999999929,0.08
544,5.4399999999999284,0.0765
545,5.449999999999928,0.0765
546,5.459999999999928,0.0805
547,5.469999999999928,0.0805
548,5.479999999999928,0.0765
549,5.489999999999927,0.0735
550,5.499999999999927,0.0765
551,5.509999999999927,0.076
552,5.519999999999927,0.0775
553,5.5299999999999265,0.0805
554,5.539999999999926,0.0775
555,5.549999999999926,0.084
556,5.559999999999926,0.085
557,5.569999999999926,0.079
558,5.5799999999999255,0.08
559,5.589999999999925,0.084
560,5.599999999999925,0.0895
561,5.609999999999925,0.0825
562,5.619999999999925,0.0785
563,5.629999999999924,0.082
564,5.639999999999924,0.0775
565,5.649999999999924,0.0775
566,5.659999999999924,0.079
567,5.6699999999999235,0.081
568,5.679999999999923,0.077
569,5.689999999999923,0.072
570,5.699999999999923,0.0765
571,5.709999999999923,0.075
572,5.7199999999999225,0.071
573,5.729999999999922,0.078
574,5.739999999999922,0.0835
575,5.749999999999922,0.078
576,5.759999999999922,0.0765
577,5.769999999999921,0.081
578,5.779999999999921,0.081
579,5.789999999999921,0.082
580,5.799999999999921,0.084
581,5.809999999999921,0.0865
582,5.81999999999992,0.084
583,5.82999999999992,0.0825
584,5.83999999999992,0.081
585,5.84999999999992,0.0785
586,5.8599999999999195,0.0865
587,5.869999999999919,0.0825
588,5.879999999999919,0.076
589,5.889999999999919,0.0775
590,5.899999999999919,0.0775
591,5.909999999999918,0.0795
592,5.919999999999918,0.0815
593,5.929999999999918,0.0835
594,5.939999999999918,0.0795
595,5.949999999999918,0.082
596,5.959999999999917,0.0885
597,5.969999999999917,0.0935
598,5.979999999999917,0.0925
599,5.989999999999917,0.082
600,5.9999999999999165,0.089
601,6.009999999999916,0.0895
602,6.019999999999916,0.092
603,6.029999999999916,0.098
604,6.039999999999916,0.09
605,6.0499999999999154,0.094
606,6.059999999999915,0.0945
607,6.069999999999915,0.0935
608,6.079999999999915,0.093
609,6.089999999999915,0.092
610,6.099999999999914,0.0985
611,6.109999999999914,0.098
612,6.119999999999914,0.0945
613,6.129999999999914,0.097
614,6.1399999999999135,0.1045
615,6.149999999999913,0.106
616,6.159999999999913,0.11
617,6.169999999999913,0.11
618,6.179999999999913,0.0985
619,6.1899999999999125,0.107
620,6.199999999999912,0.112
621,6.209999999999912,0.112
622,6.219999999999912,0.1145
623,6.229999999999912,0.1035
624,6.239999999999911,0.102
625,6.249999999999911,0.1055
626,6.259999999999911,0.1065
627,6.269999999999911,0.103
628,6.2799999999999105,0.107
629,6.28999999999991,0.11
630,6.29999999999991,0.109
631,6.30999999999991,0.1115
632,6.31999999999991,0.11
633,6.3299999999999095,0.1155
634,6.339999999999909,0.1185
635,6.349999999999909,0.1215
636,6.359999999999909,0.127
637,6.369999999999909,0.122
638,6.379999999999908,0.1205
639,6.389999999999908,0.1285
640,6.399999999999908,0.1265
641,6.409999999999908,0.1255
642,6.419999999999908,0.131
643,6.429999999999907,0.132
644,6.439999999999907,0.137
645,6.449999999999907,0.135
646,6.459999999999907,0.1335
647,6.4699999999999065,0.132
648,6.479999999999906,0.1305
649,6.489999999999906,0.1315
650,6.499999999999906,0.132
651,6.509999999999906,0.135
652,6.519999999999905,0.1395
653,6.529999999999905,0.1445
654,6.539999999999905,0.1495
655,6.549999999999905,0.1525
656,6.559999999999905,0.152
657,6.569999999999904,0.1515
658,6.579999999999904,0.1525
659,6.589999999999904,0.1645
660,6.599999999999904,0.167
661,6.6099999999999035,0.164
662,6.619999999999903,0.1685
663,6.629999999999903,0.1645
664,6.639999999999903,0.1655
665,6.649999999999903,0.1675
666,6.659999999999902,0.1695
667,6.669999999999902,0.176
668,6.679999999999902,0.1785
669,6.689999999999902,0.1775
670,6.699999999999902,0.183
671,6.709999999999901,0.1825
672,6.719999999999901,0.177
673,6.729999999999901,0.1825
674,6.739999999999901,0.1835
675,6.7499999999999005,0.1895
676,6.7599999999999,0.2
677,6.7699999999999,0.1975
678,6.7799999999999,0.199
679,6.7899999999999,0.2085
680,6.7999999999998995,0.207
681,6.809999999999899,0.2085
